SessionNo,OrderNo,CustomerNo,Date,OrderValue,OrderReturned,CartAbandoned,RepeatBuyer,Device
2863,100937,673,20/02/2025,303.97,N,N,Y,Desktop
2864,100938,5008,20/02/2025,333.87,Y,N,N,Desktop
2865,,995,20/02/2025,,N,Y,Y,Tablet
2866,,1792,20/02/2025,,N,Y,N,Mobile
2867,100939,2155,20/02/2025,436.05,N,N,N,Mobile
2868,,6806,20/02/2025,,N,Y,Y,Mobile
2869,,4714,20/02/2025,,N,Y,Y,Mobile
2870,100940,2941,20/02/2025,492.9,N,N,N,Mobile
2871,,2693,20/02/2025,,N,Y,N,Mobile
2872,,172,20/02/2025,,N,Y,Y,Mobile
2873,100941,1776,20/02/2025,277.72,N,N,N,Desktop
2874,,2521,20/02/2025,,N,Y,Y,Mobile
2875,100942,1677,20/02/2025,376.6,N,N,N,Mobile
2876,,3501,20/02/2025,,N,Y,N,Desktop
2877,,2062,20/02/2025,,N,Y,N,Mobile
2878,,6887,20/02/2025,,N,Y,N,Mobile
2879,100943,6787,20/02/2025,30.16,N,N,N,Mobile
2880,,5215,20/02/2025,,N,Y,N,Mobile
2881,,3022,20/02/2025,,N,Y,N,Mobile
2882,,4030,20/02/2025,,N,Y,N,Mobile
2883,100944,288,20/02/2025,417.4,N,N,N,Mobile
2884,,6375,20/02/2025,,N,Y,Y,Mobile
2885,,722,20/02/2025,,N,Y,N,Tablet
2886,,3981,20/02/2025,,N,Y,N,Mobile
2887,,7316,20/02/2025,,N,Y,N,Mobile
2888,,1129,20/02/2025,,N,Y,N,Mobile
2889,,558,20/02/2025,,N,Y,N,Mobile
2890,,6999,20/02/2025,,N,Y,N,Mobile
2891,,5442,20/02/2025,,N,Y,N,Mobile
2892,100945,454,20/02/2025,25.05,N,N,N,Desktop
2893,100946,2872,20/02/2025,89.84,Y,N,N,Mobile
2894,100947,2537,20/02/2025,131.52,N,N,N,Mobile
2895,,1508,20/02/2025,,N,Y,N,Mobile
2896,,4952,20/02/2025,,N,Y,N,Mobile
2897,,3928,20/02/2025,,N,Y,N,Mobile
2898,,4232,20/02/2025,,N,Y,N,Desktop
2899,100948,2909,20/02/2025,446.33,N,N,N,Mobile
2900,,3349,20/02/2025,,N,Y,N,Desktop
2901,,1256,20/02/2025,,N,Y,Y,Mobile
2902,,28,20/02/2025,,N,Y,N,Mobile
2903,,7056,20/02/2025,,N,Y,N,Mobile
2904,,5505,20/02/2025,,N,Y,Y,Mobile
2905,,1676,20/02/2025,,N,Y,N,Mobile
2906,,1421,20/02/2025,,N,Y,Y,Mobile
2907,100949,5505,20/02/2025,241.68,N,N,N,Mobile
2908,,1485,20/02/2025,,N,Y,N,Mobile
2909,,6581,20/02/2025,,N,Y,N,Mobile
2910,100950,4683,20/02/2025,346.07,N,N,N,Mobile
2911,,2183,20/02/2025,,N,Y,N,Desktop
2912,100951,2659,20/02/2025,101.87,N,N,Y,Desktop
2913,,368,20/02/2025,,N,Y,N,Mobile
2914,100952,2036,20/02/2025,364.37,N,N,N,Mobile
2915,,2675,20/02/2025,,N,Y,N,Desktop
2916,,6760,20/02/2025,,N,Y,N,Mobile
2917,100953,3473,20/02/2025,329.39,N,N,Y,Tablet
2918,,1460,20/02/2025,,N,Y,N,Tablet
2919,100954,2711,20/02/2025,488.72,N,N,Y,Desktop
2920,,1876,20/02/2025,,N,Y,N,Mobile
2921,,7703,20/02/2025,,N,Y,N,Mobile
2922,,7968,20/02/2025,,N,Y,Y,Desktop
2923,100955,2050,20/02/2025,112.99,N,N,N,Desktop
2924,,293,20/02/2025,,N,Y,N,Mobile
2925,,4720,20/02/2025,,N,Y,Y,Desktop
2926,,7251,20/02/2025,,N,Y,N,Mobile
2927,,5254,20/02/2025,,N,Y,Y,Mobile
2928,,2973,20/02/2025,,N,Y,N,Mobile
2929,100956,4755,20/02/2025,96.84,N,N,N,Mobile
2930,,896,20/02/2025,,N,Y,N,Desktop
2931,,6294,20/02/2025,,N,Y,Y,Mobile
2932,,3900,20/02/2025,,N,Y,N,Mobile
2933,100957,6558,20/02/2025,60.32,N,N,N,Mobile
2934,100958,3874,20/02/2025,62.45,N,N,Y,Desktop
2935,,1498,20/02/2025,,N,Y,N,Mobile
2936,100959,7798,20/02/2025,365.14,Y,N,Y,Mobile
2937,100960,6619,20/02/2025,193.02,N,N,N,Mobile
2938,100961,2743,20/02/2025,72.32,N,N,N,Desktop
2939,,7191,20/02/2025,,N,Y,N,Tablet
2940,,2647,20/02/2025,,N,Y,N,Mobile
2941,,5453,20/02/2025,,N,Y,N,Mobile
2942,100962,565,20/02/2025,192.35,N,N,N,Tablet
2943,,1760,20/02/2025,,N,Y,N,Desktop
2944,,1310,20/02/2025,,N,Y,N,Tablet
2945,,7758,20/02/2025,,N,Y,N,Mobile
2946,,4447,20/02/2025,,N,Y,N,Desktop
2947,100963,6028,20/02/2025,112.55,N,N,N,Mobile
2948,,6936,20/02/2025,,N,Y,N,Mobile
2949,,3327,20/02/2025,,N,Y,N,Desktop
2950,100964,3893,20/02/2025,33.74,N,N,N,Mobile
2951,,4385,20/02/2025,,N,Y,Y,Desktop
2952,100965,756,20/02/2025,298.38,N,N,N,Desktop
2953,100966,2988,20/02/2025,499.17,N,N,Y,Mobile
2954,,2517,20/02/2025,,N,Y,Y,Mobile
2955,100967,1630,20/02/2025,488.03,N,N,N,Mobile
2956,,72,20/02/2025,,N,Y,N,Mobile
2957,,1055,20/02/2025,,N,Y,Y,Mobile
2958,,7971,20/02/2025,,N,Y,Y,Desktop
2959,,1388,20/02/2025,,N,Y,Y,Mobile
2960,,5682,20/02/2025,,N,Y,Y,Mobile
2961,,2526,20/02/2025,,N,Y,N,Mobile
2962,,3363,20/02/2025,,N,Y,N,Desktop
2963,,385,20/02/2025,,N,Y,Y,Mobile
2964,,612,20/02/2025,,N,Y,N,Mobile
2965,,4778,20/02/2025,,N,Y,Y,Tablet
2966,100968,7039,20/02/2025,256.88,N,N,N,Mobile
2967,,4962,20/02/2025,,N,Y,Y,Desktop
2968,,5923,20/02/2025,,N,Y,N,Desktop
2969,,7255,20/02/2025,,N,Y,Y,Mobile
2970,100969,2416,20/02/2025,436.8,N,N,N,Mobile
2971,,7369,20/02/2025,,N,Y,N,Desktop
2972,100970,3564,20/02/2025,262.56,N,N,N,Mobile
2973,100971,6368,20/02/2025,312.17,N,N,N,Mobile
2974,,843,20/02/2025,,N,Y,N,Mobile
2975,,7006,20/02/2025,,N,Y,Y,Mobile
2976,100972,1126,20/02/2025,133.91,N,N,Y,Desktop
2977,,5156,20/02/2025,,N,Y,N,Mobile
2978,,4429,20/02/2025,,N,Y,Y,Mobile
2979,,5190,20/02/2025,,N,Y,Y,Mobile
2980,100973,5322,20/02/2025,423.42,N,N,N,Mobile
2981,,7794,20/02/2025,,N,Y,N,Mobile
2982,,2415,20/02/2025,,N,Y,Y,Mobile
2983,,7036,20/02/2025,,N,Y,Y,Tablet
2984,,1535,20/02/2025,,N,Y,Y,Mobile
2985,100974,3287,20/02/2025,466.91,N,N,Y,Mobile
2986,100975,7480,20/02/2025,209.24,N,N,N,Mobile
2987,,2585,20/02/2025,,N,Y,N,Mobile
2988,100976,6788,20/02/2025,410.92,N,N,Y,Desktop
2989,,3485,20/02/2025,,N,Y,N,Mobile
2990,,191,20/02/2025,,N,Y,N,Mobile
2991,,7241,20/02/2025,,N,Y,N,Mobile
2992,,5379,20/02/2025,,N,Y,N,Mobile
2993,,337,20/02/2025,,N,Y,Y,Mobile
2994,100977,3588,20/02/2025,406.85,N,N,Y,Mobile
2995,,7675,20/02/2025,,N,Y,N,Desktop
2996,,2835,20/02/2025,,N,Y,N,Mobile
2997,,3715,20/02/2025,,N,Y,Y,Desktop
2998,,2039,20/02/2025,,N,Y,N,Mobile
2999,100978,3941,20/02/2025,410.99,N,N,Y,Mobile
3000,,7501,20/02/2025,,N,Y,Y,Mobile
3001,,2405,20/02/2025,,N,Y,N,Desktop
3002,,5626,20/02/2025,,N,Y,N,Mobile
3003,100979,2187,20/02/2025,123.31,N,N,Y,Mobile
3004,,6511,20/02/2025,,N,Y,N,Desktop
3005,,3817,20/02/2025,,N,Y,N,Desktop
3006,,7231,20/02/2025,,N,Y,N,Mobile
3007,100980,6948,20/02/2025,394.52,N,N,Y,Mobile
3008,100981,7331,20/02/2025,358.85,N,N,Y,Mobile
3009,,6694,20/02/2025,,N,Y,N,Mobile
3010,,3102,20/02/2025,,N,Y,N,Desktop
3011,100982,12,20/02/2025,40.7,N,N,N,Desktop
3012,,1602,20/02/2025,,N,Y,Y,Mobile
3013,,5564,20/02/2025,,N,Y,N,Mobile
3014,,3218,20/02/2025,,N,Y,N,Mobile
3015,,5286,20/02/2025,,N,Y,N,Desktop
3016,100983,7793,20/02/2025,216.55,N,N,N,Desktop
3017,,6581,20/02/2025,,N,Y,Y,Mobile
3018,,6510,20/02/2025,,N,Y,N,Mobile
3019,,3291,20/02/2025,,N,Y,N,Mobile
3020,100984,7671,20/02/2025,168.69,N,N,N,Mobile
3021,100985,1126,20/02/2025,270.15,N,N,Y,Mobile
3022,100986,2751,20/02/2025,303.34,N,N,N,Mobile
3023,,1039,20/02/2025,,N,Y,Y,Mobile
3024,100987,5432,20/02/2025,452.88,N,N,N,Desktop
3025,100988,3233,20/02/2025,24.73,N,N,N,Mobile
3026,100989,4908,20/02/2025,405.28,N,N,N,Mobile
3027,,7347,20/02/2025,,N,Y,N,Mobile
3028,100990,5615,20/02/2025,282.92,N,N,Y,Desktop
3029,,3620,20/02/2025,,N,Y,N,Mobile
3030,100991,7789,20/02/2025,213.8,N,N,Y,Mobile
3031,,7502,20/02/2025,,N,Y,N,Mobile
3032,100992,7991,20/02/2025,87.23,N,N,N,Mobile
3033,,1328,20/02/2025,,N,Y,Y,Mobile
3034,,6516,20/02/2025,,N,Y,N,Mobile
3035,,2743,20/02/2025,,N,Y,Y,Mobile
3036,100993,5592,20/02/2025,333.73,N,N,N,Desktop
3037,,836,20/02/2025,,N,Y,Y,Mobile
3038,,2479,20/02/2025,,N,Y,N,Desktop
3039,100994,5829,20/02/2025,352.94,N,N,N,Mobile
3040,,3492,20/02/2025,,N,Y,N,Mobile
3041,,2269,20/02/2025,,N,Y,N,Mobile
3042,,6972,20/02/2025,,N,Y,Y,Mobile
3043,,4649,20/02/2025,,N,Y,N,Mobile
3044,100995,7995,20/02/2025,416.94,N,N,N,Mobile
3045,,1381,20/02/2025,,N,Y,N,Mobile
3046,,4815,20/02/2025,,N,Y,N,Mobile
3047,100996,3802,20/02/2025,370.52,N,N,N,Desktop
3048,,5659,20/02/2025,,N,Y,N,Mobile
3049,,5368,20/02/2025,,N,Y,N,Mobile
3050,,6087,20/02/2025,,N,Y,N,Desktop
3051,,5201,20/02/2025,,N,Y,N,Mobile
3052,100997,1568,20/02/2025,292.39,N,N,Y,Mobile
3053,,5097,20/02/2025,,N,Y,N,Tablet
3054,,1366,20/02/2025,,N,Y,N,Desktop
3055,,7778,20/02/2025,,N,Y,N,Mobile
3056,100998,1682,20/02/2025,38.54,N,N,N,Mobile
3057,100999,1328,20/02/2025,484.57,N,N,N,Desktop
3058,,1241,20/02/2025,,N,Y,N,Mobile
3059,101000,5507,20/02/2025,66.2,N,N,N,Mobile
3060,,5282,20/02/2025,,N,Y,N,Desktop
3061,,4082,20/02/2025,,N,Y,N,Mobile
3062,101001,1809,20/02/2025,136.44,N,N,Y,Mobile
3063,,3874,20/02/2025,,N,Y,Y,Mobile
3064,,846,20/02/2025,,N,Y,N,Mobile
3065,101002,7444,20/02/2025,209.42,N,N,N,Desktop
3066,,5759,20/02/2025,,N,Y,N,Tablet
3067,101003,1168,20/02/2025,313.05,N,N,N,Desktop
3068,,728,20/02/2025,,N,Y,Y,Desktop
3069,,5649,20/02/2025,,N,Y,N,Mobile
3070,101004,4599,20/02/2025,57.98,Y,N,Y,Mobile
3071,,7612,20/02/2025,,N,Y,N,Desktop
3072,101005,2809,20/02/2025,174.25,N,N,N,Mobile
3073,,2638,20/02/2025,,N,Y,Y,Mobile
3074,,5870,20/02/2025,,N,Y,N,Mobile
3075,,3502,20/02/2025,,N,Y,N,Mobile
3076,,1128,20/02/2025,,N,Y,N,Desktop
3077,,2703,20/02/2025,,N,Y,Y,Mobile
3078,,3449,20/02/2025,,N,Y,N,Desktop
3079,101006,7904,20/02/2025,228.17,N,N,N,Mobile
3080,101007,6918,20/02/2025,98.79,N,N,N,Mobile
3081,101008,4002,20/02/2025,359.25,N,N,N,Mobile
3082,101009,5806,20/02/2025,434.14,N,N,N,Mobile
3083,,603,20/02/2025,,N,Y,Y,Desktop
3084,,3829,20/02/2025,,N,Y,N,Mobile
3085,101010,5302,20/02/2025,66.54,N,N,N,Mobile
3086,,3492,20/02/2025,,N,Y,Y,Desktop
3087,,2921,20/02/2025,,N,Y,Y,Mobile
3088,,1644,20/02/2025,,N,Y,N,Mobile
3089,101011,2356,20/02/2025,76.63,N,N,N,Mobile
3090,,2763,20/02/2025,,N,Y,N,Mobile
3091,,2165,20/02/2025,,N,Y,N,Mobile
3092,,6114,20/02/2025,,N,Y,N,Mobile
3093,101012,532,20/02/2025,262.99,N,N,N,Mobile
3094,101013,6697,20/02/2025,115.83,N,N,N,Mobile
3095,101014,6642,20/02/2025,295.98,N,N,N,Mobile
3096,,2197,20/02/2025,,N,Y,Y,Mobile
3097,,4960,20/02/2025,,N,Y,N,Desktop
3098,,7858,20/02/2025,,N,Y,Y,Mobile
3099,101015,6279,20/02/2025,45.74,N,N,N,Desktop
3100,,7254,20/02/2025,,N,Y,Y,Mobile
3101,101016,7069,20/02/2025,84.53,N,N,N,Mobile
3102,,674,20/02/2025,,N,Y,N,Mobile
3103,,1574,20/02/2025,,N,Y,Y,Mobile
3104,,888,20/02/2025,,N,Y,Y,Mobile
3105,,7246,20/02/2025,,N,Y,N,Desktop
3106,,3701,20/02/2025,,N,Y,Y,Mobile
3107,101017,5964,20/02/2025,138.86,N,N,N,Desktop
3108,,7054,20/02/2025,,N,Y,N,Desktop
3109,,4701,20/02/2025,,N,Y,N,Mobile
3110,101018,1172,20/02/2025,46.63,N,N,N,Mobile
3111,,2494,20/02/2025,,N,Y,N,Mobile
3112,,1878,20/02/2025,,N,Y,Y,Desktop
3113,,7088,20/02/2025,,N,Y,N,Mobile
3114,,2378,20/02/2025,,N,Y,N,Mobile
3115,,5433,20/02/2025,,N,Y,N,Desktop
3116,,6954,20/02/2025,,N,Y,N,Desktop
3117,,5606,20/02/2025,,N,Y,N,Mobile
3118,101019,2903,20/02/2025,130.4,N,N,N,Mobile
3119,,1943,20/02/2025,,N,Y,Y,Mobile
3120,,7283,20/02/2025,,N,Y,N,Mobile
3121,,4295,20/02/2025,,N,Y,N,Mobile
3122,,5903,20/02/2025,,N,Y,N,Desktop
3123,,3154,20/02/2025,,N,Y,N,Mobile
3124,101020,4863,20/02/2025,221.74,N,N,Y,Mobile
3125,,1469,20/02/2025,,N,Y,N,Mobile
3126,,2472,20/02/2025,,N,Y,N,Desktop
3127,,2823,20/02/2025,,N,Y,Y,Mobile
3128,,2800,20/02/2025,,N,Y,N,Mobile
3129,,3882,20/02/2025,,N,Y,N,Mobile
3130,,7499,20/02/2025,,N,Y,Y,Mobile
3131,,7875,20/02/2025,,N,Y,N,Desktop
3132,101021,1146,20/02/2025,102.33,N,N,N,Mobile
3133,101022,92,20/02/2025,464.36,N,N,N,Mobile
3134,,2978,20/02/2025,,N,Y,N,Desktop
3135,101023,1267,20/02/2025,464.56,N,N,N,Desktop
3136,,3762,20/02/2025,,N,Y,N,Mobile
3137,,4426,20/02/2025,,N,Y,N,Mobile
3138,,2007,20/02/2025,,N,Y,Y,Mobile
3139,101024,3680,20/02/2025,444.24,N,N,N,Mobile
3140,,4591,20/02/2025,,N,Y,Y,Mobile
3141,,4928,20/02/2025,,N,Y,N,Mobile
3142,,3167,20/02/2025,,N,Y,N,Mobile
3143,,5787,20/02/2025,,N,Y,N,Mobile
3144,,6507,20/02/2025,,N,Y,Y,Mobile
3145,,7968,20/02/2025,,N,Y,Y,Mobile
3146,101025,4871,20/02/2025,355.36,N,N,N,Mobile
3147,,7675,20/02/2025,,N,Y,Y,Desktop
3148,,5523,20/02/2025,,N,Y,N,Mobile
3149,101026,335,20/02/2025,344.43,Y,N,N,Mobile
3150,101027,1925,20/02/2025,141.76,N,N,Y,Mobile
3151,101028,6644,20/02/2025,34.91,Y,N,N,Mobile
3152,,6788,20/02/2025,,N,Y,N,Desktop
3153,101029,7509,20/02/2025,243.65,N,N,N,Mobile
3154,,7852,20/02/2025,,N,Y,N,Mobile
3155,,3693,20/02/2025,,N,Y,N,Mobile
3156,,3366,20/02/2025,,N,Y,Y,Desktop
3157,,6656,20/02/2025,,N,Y,N,Mobile
3158,101030,2873,20/02/2025,463.67,N,N,Y,Mobile
3159,,1065,20/02/2025,,N,Y,N,Mobile
3160,,1608,20/02/2025,,N,Y,Y,Mobile
3161,,3602,20/02/2025,,N,Y,N,Desktop
3162,101031,5893,20/02/2025,186.25,N,N,N,Desktop
3163,,5,20/02/2025,,N,Y,N,Mobile
3164,101032,2631,20/02/2025,410.29,N,N,N,Mobile
3165,,5081,20/02/2025,,N,Y,Y,Mobile
3166,,3522,20/02/2025,,N,Y,N,Mobile
3167,101033,2500,20/02/2025,232.98,Y,N,N,Tablet
3168,,339,20/02/2025,,N,Y,N,Mobile
3169,,987,20/02/2025,,N,Y,N,Mobile
3170,,5327,20/02/2025,,N,Y,N,Mobile
3171,,2007,20/02/2025,,N,Y,N,Mobile
3172,,3331,20/02/2025,,N,Y,N,Mobile
3173,101034,3206,20/02/2025,372.54,N,N,Y,Mobile
3174,101035,783,20/02/2025,416.61,N,N,N,Mobile
3175,,3790,20/02/2025,,N,Y,N,Mobile
3176,101036,3191,20/02/2025,69.96,N,N,N,Mobile
3177,,1866,20/02/2025,,N,Y,N,Desktop
3178,,7758,20/02/2025,,N,Y,Y,Mobile
3179,,965,20/02/2025,,N,Y,N,Mobile
3180,,4063,20/02/2025,,N,Y,Y,Desktop
3181,,992,20/02/2025,,N,Y,N,Desktop
3182,,6293,20/02/2025,,N,Y,N,Mobile
3183,101037,5918,20/02/2025,327.97,N,N,Y,Mobile
3184,101038,1470,20/02/2025,158.31,N,N,Y,Desktop
3185,,6,20/02/2025,,N,Y,N,Mobile
3186,,6874,20/02/2025,,N,Y,N,Desktop
3187,,4106,20/02/2025,,N,Y,N,Desktop
3188,101039,5084,20/02/2025,29.7,N,N,N,Mobile
3189,101040,1196,20/02/2025,409.9,N,N,N,Mobile
3190,101041,4143,20/02/2025,168.72,N,N,N,Mobile
3191,,3373,20/02/2025,,N,Y,N,Tablet
3192,101042,7972,20/02/2025,385.67,N,N,Y,Mobile
3193,,1909,20/02/2025,,N,Y,Y,Mobile
3194,101043,1487,20/02/2025,364.64,N,N,N,Mobile
3195,,66,20/02/2025,,N,Y,Y,Mobile
3196,,4363,20/02/2025,,N,Y,N,Tablet
3197,,239,20/02/2025,,N,Y,N,Mobile
3198,,6628,20/02/2025,,N,Y,N,Desktop
3199,,3080,20/02/2025,,N,Y,N,Mobile
3200,,2992,20/02/2025,,N,Y,N,Mobile
3201,101044,5833,20/02/2025,188.78,N,N,N,Desktop
3202,101045,7580,20/02/2025,177,N,N,Y,Mobile
3203,101046,6751,20/02/2025,385.47,Y,N,Y,Mobile
3204,,3782,20/02/2025,,N,Y,N,Desktop
3205,101047,1919,20/02/2025,106.69,N,N,N,Desktop
3206,,414,21/02/2025,,N,Y,Y,Mobile
3207,,5298,21/02/2025,,N,Y,N,Mobile
3208,,864,21/02/2025,,N,Y,Y,Mobile
3209,,4173,21/02/2025,,N,Y,Y,Desktop
3210,101048,2031,21/02/2025,24.97,N,N,Y,Mobile
3211,,2651,21/02/2025,,N,Y,N,Mobile
3212,,6075,21/02/2025,,N,Y,N,Mobile
3213,101049,869,21/02/2025,242,N,N,N,Mobile
3214,,1908,21/02/2025,,N,Y,Y,Mobile
3215,101050,7642,21/02/2025,247.7,N,N,Y,Mobile
3216,101051,3605,21/02/2025,491.88,Y,N,Y,Mobile
3217,,3455,21/02/2025,,N,Y,N,Tablet
3218,,4031,21/02/2025,,N,Y,Y,Desktop
3219,,1054,21/02/2025,,N,Y,N,Mobile
3220,,4588,21/02/2025,,N,Y,N,Mobile
3221,,7204,21/02/2025,,N,Y,N,Desktop
3222,101052,3662,21/02/2025,275.79,N,N,N,Mobile
3223,,6599,21/02/2025,,N,Y,N,Mobile
3224,,3057,21/02/2025,,N,Y,Y,Mobile
3225,,3996,21/02/2025,,N,Y,N,Desktop
3226,,3694,21/02/2025,,N,Y,N,Mobile
3227,101053,7264,21/02/2025,115.87,N,N,N,Mobile
3228,,1231,21/02/2025,,N,Y,N,Mobile
3229,,3765,21/02/2025,,N,Y,Y,Mobile
3230,,6955,21/02/2025,,N,Y,N,Desktop
3231,,1791,21/02/2025,,N,Y,N,Mobile
3232,,6057,21/02/2025,,N,Y,N,Mobile
3233,,3261,21/02/2025,,N,Y,Y,Mobile
3234,,7327,21/02/2025,,N,Y,Y,Mobile
3235,,601,21/02/2025,,N,Y,N,Tablet
3236,101054,5311,21/02/2025,373.61,N,N,N,Mobile
3237,101055,6745,21/02/2025,309.01,N,N,Y,Desktop
3238,101056,3747,21/02/2025,26.35,Y,N,Y,Desktop
3239,,7801,21/02/2025,,N,Y,Y,Mobile
3240,,2819,21/02/2025,,N,Y,N,Desktop
3241,,7846,21/02/2025,,N,Y,N,Desktop
3242,,7581,21/02/2025,,N,Y,N,Desktop
3243,,2716,21/02/2025,,N,Y,N,Mobile
3244,,3899,21/02/2025,,N,Y,N,Mobile
3245,,3856,21/02/2025,,N,Y,N,Mobile
3246,101057,6732,21/02/2025,256.87,N,N,Y,Desktop
3247,101058,1033,21/02/2025,208.53,N,N,N,Mobile
3248,,1602,21/02/2025,,N,Y,Y,Mobile
3249,101059,7895,21/02/2025,380.55,N,N,N,Mobile
3250,,1618,21/02/2025,,N,Y,N,Mobile
3251,,4788,21/02/2025,,N,Y,Y,Mobile
3252,,1185,21/02/2025,,N,Y,N,Mobile
3253,101060,241,21/02/2025,136.09,N,N,N,Desktop
3254,,4564,21/02/2025,,N,Y,Y,Mobile
3255,,614,21/02/2025,,N,Y,Y,Mobile
3256,,7212,21/02/2025,,N,Y,N,Mobile
3257,,6404,21/02/2025,,N,Y,Y,Mobile
3258,,5273,21/02/2025,,N,Y,Y,Mobile
3259,101061,1497,21/02/2025,215.3,N,N,N,Desktop
3260,,95,21/02/2025,,N,Y,N,Tablet
3261,,1047,21/02/2025,,N,Y,N,Mobile
3262,,3933,21/02/2025,,N,Y,Y,Mobile
3263,,552,21/02/2025,,N,Y,N,Mobile
3264,,1571,21/02/2025,,N,Y,Y,Desktop
3265,,7311,21/02/2025,,N,Y,N,Mobile
3266,101062,254,21/02/2025,162.53,N,N,N,Desktop
3267,,6972,21/02/2025,,N,Y,Y,Mobile
3268,,503,21/02/2025,,N,Y,Y,Mobile
3269,,568,21/02/2025,,N,Y,Y,Desktop
3270,,5455,21/02/2025,,N,Y,N,Desktop
3271,101063,7739,21/02/2025,195.22,N,N,N,Mobile
3272,,2372,21/02/2025,,N,Y,N,Mobile
3273,101064,7804,21/02/2025,242.91,N,N,N,Mobile
3274,101065,1375,21/02/2025,397.18,N,N,Y,Desktop
3275,,5154,21/02/2025,,N,Y,N,Tablet
3276,101066,7967,21/02/2025,219.02,N,N,Y,Desktop
3277,,1529,21/02/2025,,N,Y,Y,Mobile
3278,101067,2205,21/02/2025,68.33,N,N,Y,Mobile
3279,,2297,21/02/2025,,N,Y,Y,Mobile
3280,,7335,21/02/2025,,N,Y,N,Mobile
3281,101068,649,21/02/2025,348,N,N,N,Mobile
3282,,2694,21/02/2025,,N,Y,N,Desktop
3283,101069,5059,21/02/2025,279.34,N,N,N,Mobile
3284,,7121,21/02/2025,,N,Y,N,Desktop
3285,,6652,21/02/2025,,N,Y,N,Mobile
3286,,6159,21/02/2025,,N,Y,N,Mobile
3287,,1375,21/02/2025,,N,Y,N,Desktop
3288,,3547,21/02/2025,,N,Y,N,Mobile
3289,,797,21/02/2025,,N,Y,N,Desktop
3290,101070,5817,21/02/2025,282.09,Y,N,N,Mobile
3291,,161,21/02/2025,,N,Y,N,Mobile
3292,101071,1557,21/02/2025,344.59,N,N,N,Mobile
3293,101072,7200,21/02/2025,254.45,N,N,N,Mobile
3294,101073,7453,21/02/2025,203.16,N,N,Y,Mobile
3295,101074,999,21/02/2025,469.18,N,N,N,Desktop
3296,,4251,21/02/2025,,N,Y,Y,Mobile
3297,,6125,21/02/2025,,N,Y,Y,Mobile
3298,,6735,21/02/2025,,N,Y,Y,Desktop
3299,,3889,21/02/2025,,N,Y,N,Mobile
3300,,2630,21/02/2025,,N,Y,N,Desktop
3301,,2978,21/02/2025,,N,Y,Y,Mobile
3302,,368,21/02/2025,,N,Y,Y,Mobile
3303,,1240,21/02/2025,,N,Y,N,Mobile
3304,,6471,21/02/2025,,N,Y,N,Desktop
3305,,3713,21/02/2025,,N,Y,N,Mobile
3306,,4229,21/02/2025,,N,Y,N,Desktop
3307,,4465,21/02/2025,,N,Y,N,Mobile
3308,,7177,21/02/2025,,N,Y,N,Desktop
3309,,567,21/02/2025,,N,Y,N,Mobile
3310,,5881,21/02/2025,,N,Y,Y,Desktop
3311,,2671,21/02/2025,,N,Y,N,Mobile
3312,,5137,21/02/2025,,N,Y,Y,Desktop
3313,,3252,21/02/2025,,N,Y,Y,Mobile
3314,,7041,21/02/2025,,N,Y,N,Mobile
3315,,4152,21/02/2025,,N,Y,Y,Desktop
3316,,4305,21/02/2025,,N,Y,N,Mobile
3317,,7811,21/02/2025,,N,Y,N,Desktop
3318,,4291,21/02/2025,,N,Y,Y,Desktop
3319,,1904,21/02/2025,,N,Y,Y,Mobile
3320,,4226,21/02/2025,,N,Y,Y,Desktop
3321,,5061,21/02/2025,,N,Y,Y,Mobile
3322,101075,654,21/02/2025,345.78,N,N,N,Mobile
3323,101076,3912,21/02/2025,384.28,N,N,N,Mobile
3324,,30,21/02/2025,,N,Y,N,Mobile
3325,,4112,21/02/2025,,N,Y,N,Mobile
3326,,2427,21/02/2025,,N,Y,N,Desktop
3327,101077,6811,21/02/2025,81.68,N,N,N,Mobile
3328,,2012,21/02/2025,,N,Y,N,Mobile
3329,,3289,21/02/2025,,N,Y,N,Mobile
3330,,5316,21/02/2025,,N,Y,Y,Mobile
3331,,7026,21/02/2025,,N,Y,N,Mobile
3332,,3700,21/02/2025,,N,Y,Y,Mobile
3333,,7499,21/02/2025,,N,Y,Y,Mobile
3334,,4746,21/02/2025,,N,Y,N,Desktop
3335,,1700,21/02/2025,,N,Y,N,Mobile
3336,,136,21/02/2025,,N,Y,N,Desktop
3337,,2891,21/02/2025,,N,Y,N,Mobile
3338,,6653,21/02/2025,,N,Y,N,Mobile
3339,,3629,21/02/2025,,N,Y,N,Desktop
3340,,1257,21/02/2025,,N,Y,Y,Desktop
3341,,5867,21/02/2025,,N,Y,N,Desktop
3342,,5223,21/02/2025,,N,Y,N,Mobile
3343,,1690,21/02/2025,,N,Y,Y,Mobile
3344,,6842,21/02/2025,,N,Y,Y,Mobile
3345,,3062,21/02/2025,,N,Y,Y,Desktop
3346,101078,7674,21/02/2025,198.49,N,N,Y,Tablet
3347,101079,4924,21/02/2025,395.24,N,N,N,Mobile
3348,,6196,21/02/2025,,N,Y,N,Tablet
3349,,5902,21/02/2025,,N,Y,N,Mobile
3350,,4353,21/02/2025,,N,Y,N,Tablet
3351,,5150,21/02/2025,,N,Y,Y,Mobile
3352,,1732,21/02/2025,,N,Y,Y,Mobile
3353,,7805,21/02/2025,,N,Y,N,Mobile
